2010-04-10,21232,
2010-04-11,21232,1.25
2010-04-12,21232,1.25
2010-04-13,21232,1.25
2010-04-14,21232,1.1866666666666668
2010-04-15,21232,1.1866666666666668
2010-04-16,21232,1.25
2010-04-17,21232,
2010-04-18,21232,1.25
2010-04-19,21232,1.25
2010-04-20,21232,1.25
2010-04-21,21232,1.1233333333333333
2010-04-22,21232,1.195714285714286
2010-04-23,21232,1.1866666666666668
2010-04-24,21232,
2010-04-25,21232,1.25
2010-04-26,21232,1.25
2010-04-27,21232,1.1866666666666668
2010-04-28,21232,1.25
2010-04-29,21232,1.25
2010-04-30,21232,1.25
2010-05-01,21232,
2010-05-02,21232,1.25
2010-05-03,21232,
2010-05-04,21232,1.25
2010-05-05,21232,1.1866666666666668
2010-05-06,21232,1.231
2010-05-07,21232,1.1866666666666668
2010-05-08,21232,
2010-05-09,21232,1.2183333333333335
2010-05-10,21232,1.25
2010-05-11,21232,1.25
2010-05-12,21232,1.25
2010-05-13,21232,1.2077777777777778
2010-05-14,21232,1.155
2010-05-15,21232,
2010-05-16,21232,1.1685714285714288
2010-05-17,21232,1.25
2010-05-18,21232,1.25
2010-05-19,21232,1.25
2010-05-20,21232,1.2183333333333335
2010-05-21,21232,
2010-05-22,21232,
2010-05-23,21232,1.25
2010-05-24,21232,1.155
2010-05-25,21232,1.25
2010-05-26,21232,1.174
2010-05-27,21232,1.25
2010-05-28,21232,1.06
2010-05-29,21232,
2010-05-30,21232,1.25
2010-05-31,21232,
2010-06-01,21232,1.25
2010-06-02,21232,1.25
2010-06-03,21232,1.25
2010-06-04,21232,1.25
2010-06-05,21232,
2010-06-06,21232,1.25
2010-06-07,21232,1.25
2010-06-08,21232,1.25
2010-06-09,21232,1.228888888888889
2010-06-10,21232,1.25
2010-06-11,21232,1.25
2010-06-12,21232,
2010-06-13,21232,1.25
2010-06-14,21232,1.2025000000000001
2010-06-15,21232,1.25
2010-06-16,21232,1.2183333333333335
2010-06-17,21232,1.25
2010-06-18,21232,1.25
2010-06-19,21232,
2010-06-20,21232,1.25
2010-06-21,21232,1.25
2010-06-22,21232,1.25
2010-06-23,21232,1.2025000000000001
2010-06-24,21232,1.25
2010-06-25,21232,1.25
2010-06-26,21232,
2010-06-27,21232,1.2025000000000001
2010-06-28,21232,1.25
2010-06-29,21232,1.2025000000000001
2010-06-30,21232,1.25
2010-07-01,21232,1.228888888888889
2010-07-02,21232,1.25
2010-07-03,21232,
2010-07-04,21232,
2010-07-05,21232,1.228888888888889
2010-07-06,21232,1.25
2010-07-07,21232,1.2183333333333335
2010-07-08,21232,1.2183333333333335
2010-07-09,21232,1.25
2010-07-10,21232,
2010-07-11,21232,1.25
2010-07-12,21232,1.25
2010-07-13,21232,1.25
2010-07-14,21232,1.22625
2010-07-15,21232,1.22625
2010-07-16,21232,1.2120000000000002
2010-07-17,21232,
2010-07-18,21232,1.2025000000000001
2010-07-19,21232,1.25
2010-07-20,21232,1.2025000000000001
2010-07-21,21232,1.195714285714286
2010-07-22,21232,1.25
2010-07-23,21232,1.25
2010-07-24,21232,
2010-07-25,21232,1.25
2010-07-26,21232,1.1866666666666668
2010-07-27,21232,1.25
2010-07-28,21232,1.25
2010-07-29,21232,1.2120000000000002
2010-07-30,21232,1.1233333333333333
2010-07-31,21232,
2010-08-01,21232,1.25
2010-08-02,21232,1.25
2010-08-03,21232,1.25
2010-08-04,21232,1.25
2010-08-05,21232,1.25
2010-08-06,21232,
2010-08-07,21232,
2010-08-08,21232,1.2183333333333335
2010-08-09,21232,1.25
2010-08-10,21232,1.25
2010-08-11,21232,1.25
2010-08-12,21232,1.228888888888889
2010-08-13,21232,1.25
2010-08-14,21232,
2010-08-15,21232,1.25
2010-08-16,21232,1.25
2010-08-17,21232,1.2228571428571429
2010-08-18,21232,1.25
2010-08-19,21232,1.25
2010-08-20,21232,1.25
2010-08-21,21232,
2010-08-22,21232,1.25
2010-08-23,21232,1.195714285714286
2010-08-24,21232,1.25
2010-08-25,21232,1.2183333333333335
2010-08-26,21232,1.25
2010-08-27,21232,1.25
2010-08-28,21232,
2010-08-29,21232,1.25
2010-08-30,21232,
2010-08-31,21232,1.2183333333333335
2010-09-01,21232,1.1233333333333333
2010-09-02,21232,1.2183333333333335
2010-09-03,21232,1.25
2010-09-04,21232,
2010-09-05,21232,1.25
2010-09-06,21232,1.25
2010-09-07,21232,1.2183333333333335
2010-09-08,21232,1.25
2010-09-09,21232,1.25
2010-09-10,21232,1.25
2010-09-11,21232,
2010-09-12,21232,1.25
2010-09-13,21232,1.25
2010-09-14,21232,1.25
2010-09-15,21232,1.25
2010-09-16,21232,1.25
2010-09-17,21232,1.25
2010-09-18,21232,
2010-09-19,21232,1.2327272727272727
2010-09-20,21232,1.25
2010-09-21,21232,1.25
2010-09-22,21232,1.25
2010-09-23,21232,1.25
2010-09-24,21232,1.25
2010-09-25,21232,
2010-09-26,21232,1.25
2010-09-27,21232,1.2120000000000002
2010-09-28,21232,1.25
2010-09-29,21232,1.2228571428571429
2010-09-30,21232,1.25
2010-10-01,21232,1.25
2010-10-02,21232,
2010-10-03,21232,1.25
2010-10-04,21232,1.25
2010-10-05,21232,1.176923076923077
2010-10-06,21232,1.25
2010-10-07,21232,1.25
2010-10-08,21232,
2010-10-09,21232,
2010-10-10,21232,1.25
2010-10-11,21232,1.2228571428571429
2010-10-12,21232,1.25
2010-10-13,21232,1.25
2010-10-14,21232,1.25
2010-10-15,21232,1.25
2010-10-16,21232,
2010-10-17,21232,1.2025000000000001
2010-10-18,21232,1.25
2010-10-19,21232,1.2025000000000001
2010-10-20,21232,1.25
2010-10-21,21232,1.25
2010-10-22,21232,1.25
2010-10-23,21232,
2010-10-24,21232,1.25
2010-10-25,21232,1.25
2010-10-26,21232,1.1685714285714286
2010-10-27,21232,1.25
2010-10-28,21232,1.25
2010-10-29,21232,1.25
2010-10-30,21232,
2010-10-31,21232,1.25
